Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
617,442,0,1,1,0,1,1,1,0,1,0,1004,1,1,1,1,1,0,1,1,0,0,40,0,0,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
618,442,0,1,1,0,1,1,1,0,1,0,1005,1,1,1,1,1,0,1,1,0,1,200,1,1,0,0,1,0,0,0,554,1,0,0,0,1,0,1,0,1,0, 
619,445,0,1,1,0,1,1,1,1,0,1,1006,1,1,1,1,1,0,1,1,1,0,72,0,1,0,0,1,0,0,0,552,1,0,0,0,1,0,1,0,0,0, 
620,448,0,1,1,1,0,0,0,0,0,0,1006,1,1,1,1,1,0,1,1,1,0,136,1,0,0,0,1,0,0,0,550,1,0,0,0,1,0,0,1,1,0, 
621,452,0,1,1,1,0,0,0,1,0,0,1007,1,1,1,1,1,0,1,1,1,1,136,1,0,0,0,1,0,0,0,548,1,0,0,0,1,0,0,1,0,0, 
622,455,0,1,1,1,0,0,0,1,1,1,1008,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,1,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
623,458,0,1,1,1,0,0,1,0,1,0,1009,1,1,1,1,1,1,0,0,0,1,240,1,1,1,1,0,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
624,458,0,1,1,1,0,0,1,0,1,0,1010,1,1,1,1,1,1,0,0,1,0,112,0,1,1,1,0,0,0,0,544,1,0,0,0,1,0,0,0,0,0, 
625,461,0,1,1,1,0,0,1,1,0,1,1010,1,1,1,1,1,1,0,0,1,0,176,1,0,1,1,0,0,0,0,542,1,0,0,0,0,1,1,1,1,0, 
626,464,0,1,1,1,0,1,0,0,0,0,1011,1,1,1,1,1,1,0,0,1,1,176,1,0,1,1,0,0,0,0,540,1,0,0,0,0,1,1,1,0,0, 
627,467,0,1,1,1,0,1,0,0,1,1,1012,1,1,1,1,1,1,0,1,0,0,48,0,0,1,1,0,0,0,0,538,1,0,0,0,0,1,1,0,1,0, 
628,470,0,1,1,1,0,1,0,1,1,0,1013,1,1,1,1,1,1,0,1,0,1,208,1,1,0,1,0,0,0,0,538,1,0,0,0,0,1,1,0,1,0, 
629,470,0,1,1,1,0,1,0,1,1,0,1014,1,1,1,1,1,1,0,1,1,0,80,0,1,0,1,0,0,0,0,536,1,0,0,0,0,1,1,0,0,0, 
630,473,0,1,1,1,0,1,1,0,0,1,1015,1,1,1,1,1,1,0,1,1,1,144,1,0,0,1,0,0,0,0,534,1,0,0,0,0,1,0,1,1,0, 
631,477,0,1,1,1,0,1,1,1,0,1,1015,1,1,1,1,1,1,0,1,1,1,16,0,0,0,1,0,0,0,0,532,1,0,0,0,0,1,0,1,0,0, 
632,480,0,1,1,1,1,0,0,0,0,0,1016,1,1,1,1,1,1,1,0,0,0,16,0,0,0,1,0,0,0,0,530,1,0,0,0,0,1,0,0,1,0, 
633,483,0,1,1,1,1,0,0,0,1,1,1017,1,1,1,1,1,1,1,0,0,1,224,1,1,1,0,0,0,0,0,528,1,0,0,0,0,1,0,0,0,0, 
634,486,0,1,1,1,1,0,0,1,1,0,1018,1,1,1,1,1,1,1,0,1,0,96,0,1,1,0,0,0,0,0,528,1,0,0,0,0,1,0,0,0,0, 
635,486,0,1,1,1,1,0,0,1,1,0,1019,1,1,1,1,1,1,1,0,1,1,160,1,0,1,0,0,0,0,0,526,1,0,0,0,0,0,1,1,1,0, 
636,489,0,1,1,1,1,0,1,0,0,1,1019,1,1,1,1,1,1,1,0,1,1,32,0,0,1,0,0,0,0,0,524,1,0,0,0,0,0,1,1,0,0, 
637,492,0,1,1,1,1,0,1,1,0,0,1020,1,1,1,1,1,1,1,1,0,0,32,0,0,1,0,0,0,0,0,522,1,0,0,0,0,0,1,0,1,0, 
638,495,0,1,1,1,1,0,1,1,1,1,1021,1,1,1,1,1,1,1,1,0,1,192,1,1,0,0,0,0,0,0,520,1,0,0,0,0,0,1,0,0,0, 
639,498,0,1,1,1,1,1,0,0,1,0,1022,1,1,1,1,1,1,1,1,1,0,64,0,1,0,0,0,0,0,0,520,1,0,0,0,0,0,1,0,0,0, 
640,498,0,1,1,1,1,1,0,0,1,0,1023,1,1,1,1,1,1,1,1,1,1,128,1,0,0,0,0,0,0,0,518,1,0,0,0,0,0,0,1,1,0, 
641,502,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1,0,0,0,0,0,0,1,0,0, 
642,518,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,1,0,0,0,0,0,0,0,1,0, 
643,515,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,512,1,0,0,0,0,0,0,0,0,0, 
644,512,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,128,1,0,0,0,0,0,0,0,512,1,0,0,0,0,0,0,0,0,0, 
645,512,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,64,0,1,0,0,0,0,0,0,512,1,0,0,0,0,0,0,0,0,0, 
646,512,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,192,1,1,0,0,0,0,0,0,514,1,0,0,0,0,0,0,0,1,0, 
647,515,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,32,0,0,1,0,0,0,0,0,516,1,0,0,0,0,0,0,1,0,0, 
648,518,1,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,1,0,1,32,0,0,1,0,0,0,0,0,518,1,0,0,0,0,0,0,1,1,0, 
649,521,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,1,1,0,160,1,0,1,0,0,0,0,0,520,1,0,0,0,0,0,1,0,0,0, 
650,525,1,0,0,0,0,0,1,1,0,1,7,0,0,0,0,0,0,0,1,1,1,96,0,1,1,0,0,0,0,0,520,1,0,0,0,0,0,1,0,0,0, 
651,525,1,0,0,0,0,0,1,1,0,1,8,0,0,0,0,0,0,1,0,0,0,224,1,1,1,0,0,0,0,0,522,1,0,0,0,0,0,1,0,1,0, 
652,528,1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,1,16,0,0,0,1,0,0,0,0,524,1,0,0,0,0,0,1,1,0,0, 
653,531,1,0,0,0,0,1,0,0,1,1,9,0,0,0,0,0,0,1,0,0,1,144,1,0,0,1,0,0,0,0,526,1,0,0,0,0,0,1,1,1,0, 
654,534,1,0,0,0,0,1,0,1,1,0,10,0,0,0,0,0,0,1,0,1,0,144,1,0,0,1,0,0,0,0,528,1,0,0,0,0,1,0,0,0,0, 
655,537,1,0,0,0,0,1,1,0,0,1,11,0,0,0,0,0,0,1,0,1,1,80,0,1,0,1,0,0,0,0,530,1,0,0,0,0,1,0,0,1,0, 
656,540,1,0,0,0,0,1,1,1,0,0,12,0,0,0,0,0,0,1,1,0,0,208,1,1,0,1,0,0,0,0,530,1,0,0,0,0,1,0,0,1,0, 
657,540,1,0,0,0,0,1,1,1,0,0,13,0,0,0,0,0,0,1,1,0,1,48,0,0,1,1,0,0,0,0,532,1,0,0,0,0,1,0,1,0,0, 
658,543,1,0,0,0,0,1,1,1,1,1,13,0,0,0,0,0,0,1,1,0,1,176,1,0,1,1,0,0,0,0,534,1,0,0,0,0,1,0,1,1,0, 
659,546,1,0,0,0,1,0,0,0,1,0,14,0,0,0,0,0,0,1,1,1,0,176,1,0,1,1,0,0,0,0,536,1,0,0,0,0,1,1,0,0,0, 
660,550,1,0,0,0,1,0,0,1,1,0,15,0,0,0,0,0,0,1,1,1,1,112,0,1,1,1,0,0,0,0,538,1,0,0,0,0,1,1,0,1,0, 
661,553,1,0,0,0,1,0,1,0,0,1,16,0,0,0,0,0,1,0,0,0,0,240,1,1,1,1,0,0,0,0,538,1,0,0,0,0,1,1,0,1,0, 
662,553,1,0,0,0,1,0,1,0,0,1,17,0,0,0,0,0,1,0,0,0,1,8,0,0,0,0,1,0,0,0,540,1,0,0,0,0,1,1,1,0,0, 
663,556,1,0,0,0,1,0,1,1,0,0,18,0,0,0,0,0,1,0,0,1,0,136,1,0,0,0,1,0,0,0,542,1,0,0,0,0,1,1,1,1,0, 
664,559,1,0,0,0,1,0,1,1,1,1,18,0,0,0,0,0,1,0,0,1,0,72,0,1,0,0,1,0,0,0,544,1,0,0,0,1,0,0,0,0,0, 
665,562,1,0,0,0,1,1,0,0,1,0,19,0,0,0,0,0,1,0,0,1,1,72,0,1,0,0,1,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
666,565,1,0,0,0,1,1,0,1,0,1,20,0,0,0,0,0,1,0,1,0,0,200,1,1,0,0,1,0,0,0,548,1,0,0,0,1,0,0,1,0,0, 
667,568,1,0,0,0,1,1,1,0,0,0,21,0,0,0,0,0,1,0,1,0,1,40,0,0,1,0,1,0,0,0,548,1,0,0,0,1,0,0,1,0,0, 
668,568,1,0,0,0,1,1,1,0,0,0,22,0,0,0,0,0,1,0,1,1,0,168,1,0,1,0,1,0,0,0,550,1,0,0,0,1,0,0,1,1,0, 
669,571,1,0,0,0,1,1,1,0,1,1,22,0,0,0,0,0,1,0,1,1,0,104,0,1,1,0,1,0,0,0,552,1,0,0,0,1,0,1,0,0,0, 
670,575,1,0,0,0,1,1,1,1,1,1,23,0,0,0,0,0,1,0,1,1,1,104,0,1,1,0,1,0,0,0,554,1,0,0,0,1,0,1,0,1,0, 
671,578,1,0,0,1,0,0,0,0,1,0,24,0,0,0,0,0,1,1,0,0,0,232,1,1,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
672,581,1,0,0,1,0,0,0,1,0,1,25,0,0,0,0,0,1,1,0,0,1,24,0,0,0,1,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
673,581,1,0,0,1,0,0,0,1,0,1,26,0,0,0,0,0,1,1,0,1,0,152,1,0,0,1,1,0,0,0,558,1,0,0,0,1,0,1,1,1,0, 
674,584,1,0,0,1,0,0,1,0,0,0,27,0,0,0,0,0,1,1,0,1,1,88,0,1,0,1,1,0,0,0,560,1,0,0,0,1,1,0,0,0,0, 
675,587,1,0,0,1,0,0,1,0,1,1,27,0,0,0,0,0,1,1,0,1,1,216,1,1,0,1,1,0,0,0,562,1,0,0,0,1,1,0,0,1,0, 
676,590,1,0,0,1,0,0,1,1,1,0,28,0,0,0,0,0,1,1,1,0,0,216,1,1,0,1,1,0,0,0,564,1,0,0,0,1,1,0,1,0,0, 
677,593,1,0,0,1,0,1,0,0,0,1,29,0,0,0,0,0,1,1,1,0,1,56,0,0,1,1,1,0,0,0,566,1,0,0,0,1,1,0,1,1,0, 
678,596,1,0,0,1,0,1,0,1,0,0,30,0,0,0,0,0,1,1,1,1,0,184,1,0,1,1,1,0,0,0,566,1,0,0,0,1,1,0,1,1,0, 
679,596,1,0,0,1,0,1,0,1,0,0,31,0,0,0,0,0,1,1,1,1,1,120,0,1,1,1,1,0,0,0,568,1,0,0,0,1,1,1,0,0,0, 
680,599,1,0,0,1,0,1,0,1,1,1,31,0,0,0,0,0,1,1,1,1,1,248,1,1,1,1,1,0,0,0,570,1,0,0,0,1,1,1,0,1,0, 
681,602,1,0,0,1,0,1,1,0,1,0,32,0,0,0,0,1,0,0,0,0,0,248,1,1,1,1,1,0,0,0,572,1,0,0,0,1,1,1,1,0,0, 
682,605,1,0,0,1,0,1,1,1,0,1,33,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,574,1,0,0,0,1,1,1,1,1,0, 
683,609,1,0,0,1,1,0,0,0,0,1,34,0,0,0,0,1,0,0,0,1,0,132,1,0,0,0,0,1,0,0,574,1,0,0,0,1,1,1,1,1,0, 
684,609,1,0,0,1,1,0,0,0,0,1,35,0,0,0,0,1,0,0,0,1,1,68,0,1,0,0,0,1,0,0,576,1,0,0,1,0,0,0,0,0,0, 
685,612,1,0,0,1,1,0,0,1,0,0,36,0,0,0,0,1,0,0,1,0,0,196,1,1,0,0,0,1,0,0,578,1,0,0,1,0,0,0,0,1,0, 
686,615,1,0,0,1,1,0,0,1,1,1,36,0,0,0,0,1,0,0,1,0,0,36,0,0,1,0,0,1,0,0,580,1,0,0,1,0,0,0,1,0,0, 
687,618,1,0,0,1,1,0,1,0,1,0,37,0,0,0,0,1,0,0,1,0,1,36,0,0,1,0,0,1,0,0,582,1,0,0,1,0,0,0,1,1,0, 
688,621,1,0,0,1,1,0,1,1,0,1,38,0,0,0,0,1,0,0,1,1,0,164,1,0,1,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
689,624,1,0,0,1,1,1,0,0,0,0,39,0,0,0,0,1,0,0,1,1,1,100,0,1,1,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
690,624,1,0,0,1,1,1,0,0,0,0,40,0,0,0,0,1,0,1,0,0,0,228,1,1,1,0,0,1,0,0,586,1,0,0,1,0,0,1,0,1,0, 
691,627,1,0,0,1,1,1,0,0,1,1,40,0,0,0,0,1,0,1,0,0,0,20,0,0,0,1,0,1,0,0,588,1,0,0,1,0,0,1,1,0,0, 
692,630,1,0,0,1,1,1,0,1,1,0,41,0,0,0,0,1,0,1,0,0,1,20,0,0,0,1,0,1,0,0,590,1,0,0,1,0,0,1,1,1,0, 
693,633,1,0,0,1,1,1,1,0,0,1,42,0,0,0,0,1,0,1,0,1,0,148,1,0,0,1,0,1,0,0,592,1,0,0,1,0,1,0,0,0,0, 
694,636,1,0,0,1,1,1,1,1,0,0,43,0,0,0,0,1,0,1,0,1,1,84,0,1,0,1,0,1,0,0,592,1,0,0,1,0,1,0,0,0,0, 
695,636,1,0,0,1,1,1,1,1,0,0,44,0,0,0,0,1,0,1,1,0,0,212,1,1,0,1,0,1,0,0,594,1,0,0,1,0,1,0,0,1,0, 
696,639,1,0,0,1,1,1,1,1,1,1,45,0,0,0,0,1,0,1,1,0,1,52,0,0,1,1,0,1,0,0,596,1,0,0,1,0,1,0,1,0,0, 
697,642,1,0,1,0,0,0,0,0,1,0,45,0,0,0,0,1,0,1,1,0,1,180,1,0,1,1,0,1,0,0,598,1,0,0,1,0,1,0,1,1,0, 
698,645,1,0,1,0,0,0,0,1,0,1,46,0,0,0,0,1,0,1,1,1,0,180,1,0,1,1,0,1,0,0,600,1,0,0,1,0,1,1,0,0,0, 
699,648,1,0,1,0,0,0,1,0,0,0,47,0,0,0,0,1,0,1,1,1,1,116,0,1,1,1,0,1,0,0,602,1,0,0,1,0,1,1,0,1,0, 
700,651,1,0,1,0,0,0,1,0,1,1,48,0,0,0,0,1,1,0,0,0,0,244,1,1,1,1,0,1,0,0,602,1,0,0,1,0,1,1,0,1,0, 
701,651,1,0,1,0,0,0,1,0,1,1,49,0,0,0,0,1,1,0,0,0,1,12,0,0,0,0,1,1,0,0,604,1,0,0,1,0,1,1,1,0,0, 
702,654,1,0,1,0,0,0,1,1,1,0,50,0,0,0,0,1,1,0,0,1,0,140,1,0,0,0,1,1,0,0,606,1,0,0,1,0,1,1,1,1,0, 
703,657,1,0,1,0,0,1,0,0,0,1,50,0,0,0,0,1,1,0,0,1,0,76,0,1,0,0,1,1,0,0,608,1,0,0,1,1,0,0,0,0,0, 
704,660,1,0,1,0,0,1,0,1,0,0,51,0,0,0,0,1,1,0,0,1,1,76,0,1,0,0,1,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
705,663,1,0,1,0,0,1,0,1,1,1,52,0,0,0,0,1,1,0,1,0,0,204,1,1,0,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
706,666,1,0,1,0,0,1,1,0,1,0,53,0,0,0,0,1,1,0,1,0,1,44,0,0,1,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
707,666,1,0,1,0,0,1,1,0,1,0,54,0,0,0,0,1,1,0,1,1,0,172,1,0,1,0,1,1,0,0,614,1,0,0,1,1,0,0,1,1,0, 
708,669,1,0,1,0,0,1,1,1,0,1,54,0,0,0,0,1,1,0,1,1,0,108,0,1,1,0,1,1,0,0,616,1,0,0,1,1,0,1,0,0,0, 
709,672,1,0,1,0,1,0,0,0,0,0,55,0,0,0,0,1,1,0,1,1,1,108,0,1,1,0,1,1,0,0,618,1,0,0,1,1,0,1,0,1,0, 
710,675,1,0,1,0,1,0,0,0,1,1,56,0,0,0,0,1,1,1,0,0,0,236,1,1,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
711,678,1,0,1,0,1,0,0,1,1,0,57,0,0,0,0,1,1,1,0,0,1,28,0,0,0,1,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
712,678,1,0,1,0,1,0,0,1,1,0,58,0,0,0,0,1,1,1,0,1,0,156,1,0,0,1,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
713,681,1,0,1,0,1,0,1,0,0,1,59,0,0,0,0,1,1,1,0,1,1,92,0,1,0,1,1,1,0,0,624,1,0,0,1,1,1,0,0,0,0, 
714,684,1,0,1,0,1,0,1,1,0,0,59,0,0,0,0,1,1,1,0,1,1,220,1,1,0,1,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
715,687,1,0,1,0,1,0,1,1,1,1,60,0,0,0,0,1,1,1,1,0,0,220,1,1,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
716,690,1,0,1,0,1,1,0,0,1,0,61,0,0,0,0,1,1,1,1,0,1,60,0,0,1,1,1,1,0,0,630,1,0,0,1,1,1,0,1,1,0, 
717,693,1,0,1,0,1,1,0,1,0,1,62,0,0,0,0,1,1,1,1,1,0,188,1,0,1,1,1,1,0,0,630,1,0,0,1,1,1,0,1,1,0, 
718,693,1,0,1,0,1,1,0,1,0,1,63,0,0,0,0,1,1,1,1,1,1,124,0,1,1,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
719,696,1,0,1,0,1,1,1,0,0,0,63,0,0,0,0,1,1,1,1,1,1,252,1,1,1,1,1,1,0,0,634,1,0,0,1,1,1,1,0,1,0, 
720,699,1,0,1,0,1,1,1,0,1,1,64,0,0,0,1,0,0,0,0,0,0,252,1,1,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0, 
721,702,1,0,1,0,1,1,1,1,1,0,65,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,638,1,0,0,1,1,1,1,1,1,0, 
722,705,1,0,1,1,0,0,0,0,0,1,66,0,0,0,1,0,0,0,0,1,0,130,1,0,0,0,0,0,1,0,638,1,0,0,1,1,1,1,1,1,0, 
723,705,1,0,1,1,0,0,0,0,0,1,67,0,0,0,1,0,0,0,0,1,1,66,0,1,0,0,0,0,1,0,640,1,0,1,0,0,0,0,0,0,0, 
724,707,1,0,1,1,0,0,0,0,1,1,68,0,0,0,1,0,0,0,1,0,0,194,1,1,0,0,0,0,1,0,642,1,0,1,0,0,0,0,0,1,0, 
725,710,1,0,1,1,0,0,0,1,1,0,68,0,0,0,1,0,0,0,1,0,0,34,0,0,1,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
726,713,1,0,1,1,0,0,1,0,0,1,69,0,0,0,1,0,0,0,1,0,1,34,0,0,1,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
727,716,1,0,1,1,0,0,1,1,0,0,70,0,0,0,1,0,0,0,1,1,0,162,1,0,1,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
728,719,1,0,1,1,0,0,1,1,1,1,71,0,0,0,1,0,0,0,1,1,1,98,0,1,1,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
729,719,1,0,1,1,0,0,1,1,1,1,72,0,0,0,1,0,0,1,0,0,0,226,1,1,1,0,0,0,1,0,650,1,0,1,0,0,0,1,0,1,0, 
730,722,1,0,1,1,0,1,0,0,1,0,72,0,0,0,1,0,0,1,0,0,0,18,0,0,0,1,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0, 
731,725,1,0,1,1,0,1,0,1,0,1,73,0,0,0,1,0,0,1,0,0,1,18,0,0,0,1,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
732,728,1,0,1,1,0,1,1,0,0,0,74,0,0,0,1,0,0,1,0,1,0,146,1,0,0,1,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
733,730,1,0,1,1,0,1,1,0,1,0,75,0,0,0,1,0,0,1,0,1,1,82,0,1,0,1,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
734,730,1,0,1,1,0,1,1,0,1,0,76,0,0,0,1,0,0,1,1,0,0,210,1,1,0,1,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
735,733,1,0,1,1,0,1,1,1,0,1,77,0,0,0,1,0,0,1,1,0,1,50,0,0,1,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
736,736,1,0,1,1,1,0,0,0,0,0,77,0,0,0,1,0,0,1,1,0,1,178,1,0,1,1,0,0,1,0,662,1,0,1,0,0,1,0,1,1,0, 
737,739,1,0,1,1,1,0,0,0,1,1,78,0,0,0,1,0,0,1,1,1,0,178,1,0,1,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
738,742,1,0,1,1,1,0,0,1,1,0,79,0,0,0,1,0,0,1,1,1,1,114,0,1,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
739,744,1,0,1,1,1,0,1,0,0,0,80,0,0,0,1,0,1,0,0,0,0,242,1,1,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
740,744,1,0,1,1,1,0,1,0,0,0,81,0,0,0,1,0,1,0,0,0,1,10,0,0,0,0,1,0,1,0,668,1,0,1,0,0,1,1,1,0,0, 
741,747,1,0,1,1,1,0,1,0,1,1,81,0,0,0,1,0,1,0,0,0,1,138,1,0,0,0,1,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
742,750,1,0,1,1,1,0,1,1,1,0,82,0,0,0,1,0,1,0,0,1,0,138,1,0,0,0,1,0,1,0,672,1,0,1,0,1,0,0,0,0,0, 
743,753,1,0,1,1,1,1,0,0,0,1,83,0,0,0,1,0,1,0,0,1,1,74,0,1,0,0,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
744,756,1,0,1,1,1,1,0,1,0,0,84,0,0,0,1,0,1,0,1,0,0,202,1,1,0,0,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
745,756,1,0,1,1,1,1,0,1,0,0,85,0,0,0,1,0,1,0,1,0,1,42,0,0,1,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
746,758,1,0,1,1,1,1,0,1,1,0,86,0,0,0,1,0,1,0,1,1,0,170,1,0,1,0,1,0,1,0,678,1,0,1,0,1,0,0,1,1,0, 
747,761,1,0,1,1,1,1,1,0,0,1,86,0,0,0,1,0,1,0,1,1,0,106,0,1,1,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
748,764,1,0,1,1,1,1,1,1,0,0,87,0,0,0,1,0,1,0,1,1,1,106,0,1,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
749,766,1,0,1,1,1,1,1,1,1,0,88,0,0,0,1,0,1,1,0,0,0,234,1,1,1,0,1,0,1,0,684,1,0,1,0,1,0,1,1,0,0, 
750,769,1,1,0,0,0,0,0,0,0,1,89,0,0,0,1,0,1,1,0,0,1,26,0,0,0,1,1,0,1,0,684,1,0,1,0,1,0,1,1,0,0, 
751,769,1,1,0,0,0,0,0,0,0,1,90,0,0,0,1,0,1,1,0,1,0,154,1,0,0,1,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
752,772,1,1,0,0,0,0,0,1,0,0,90,0,0,0,1,0,1,1,0,1,0,90,0,1,0,1,1,0,1,0,688,1,0,1,0,1,1,0,0,0,0, 
753,775,1,1,0,0,0,0,0,1,1,1,91,0,0,0,1,0,1,1,0,1,1,90,0,1,0,1,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
754,777,1,1,0,0,0,0,1,0,0,1,92,0,0,0,1,0,1,1,1,0,0,218,1,1,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
755,780,1,1,0,0,0,0,1,1,0,0,93,0,0,0,1,0,1,1,1,0,1,58,0,0,1,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
756,780,1,1,0,0,0,0,1,1,0,0,94,0,0,0,1,0,1,1,1,1,0,186,1,0,1,1,1,0,1,0,694,1,0,1,0,1,1,0,1,1,0, 
757,783,1,1,0,0,0,0,1,1,1,1,95,0,0,0,1,0,1,1,1,1,1,122,0,1,1,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
758,785,1,1,0,0,0,1,0,0,0,1,95,0,0,0,1,0,1,1,1,1,1,250,1,1,1,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
759,788,1,1,0,0,0,1,0,1,0,0,96,0,0,0,1,1,0,0,0,0,0,250,1,1,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
760,791,1,1,0,0,0,1,0,1,1,1,97,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,1,1,0,702,1,0,1,0,1,1,1,1,1,0, 
761,793,1,1,0,0,0,1,1,0,0,1,98,0,0,0,1,1,0,0,0,1,0,134,1,0,0,0,0,1,1,0,702,1,0,1,0,1,1,1,1,1,0, 
762,793,1,1,0,0,0,1,1,0,0,1,99,0,0,0,1,1,0,0,0,1,1,70,0,1,0,0,0,1,1,0,704,1,0,1,1,0,0,0,0,0,0, 
763,796,1,1,0,0,0,1,1,1,0,0,99,0,0,0,1,1,0,0,0,1,1,198,1,1,0,0,0,1,1,0,706,1,0,1,1,0,0,0,0,1,0, 
764,798,1,1,0,0,0,1,1,1,1,0,100,0,0,0,1,1,0,0,1,0,0,198,1,1,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
