Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
3120,411,0,1,1,0,0,1,1,0,1,1,411,0,1,1,0,0,1,1,0,1,1,166,1,0,1,0,0,1,1,0,716,1,0,1,1,0,0,1,1,0,0, 
3121,411,0,1,1,0,0,1,1,0,1,1,411,0,1,1,0,0,1,1,0,1,1,38,0,0,1,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
3122,412,0,1,1,0,0,1,1,1,0,0,412,0,1,1,0,0,1,1,1,0,0,38,0,0,1,0,0,1,1,0,714,1,0,1,1,0,0,1,0,1,0, 
3123,413,0,1,1,0,0,1,1,1,0,1,413,0,1,1,0,0,1,1,1,0,1,198,1,1,0,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
3124,413,0,1,1,0,0,1,1,1,0,1,413,0,1,1,0,0,1,1,1,0,1,70,0,1,0,0,0,1,1,0,712,1,0,1,1,0,0,1,0,0,0, 
3125,414,0,1,1,0,0,1,1,1,1,0,414,0,1,1,0,0,1,1,1,1,0,70,0,1,0,0,0,1,1,0,710,1,0,1,1,0,0,0,1,1,0, 
3126,414,0,1,1,0,0,1,1,1,1,0,414,0,1,1,0,0,1,1,1,1,0,134,1,0,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
3127,415,0,1,1,0,0,1,1,1,1,1,415,0,1,1,0,0,1,1,1,1,1,134,1,0,0,0,0,1,1,0,708,1,0,1,1,0,0,0,1,0,0, 
3128,416,0,1,1,0,1,0,0,0,0,0,416,0,1,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,706,1,0,1,1,0,0,0,0,1,0, 
3129,416,0,1,1,0,1,0,0,0,0,0,416,0,1,1,0,1,0,0,0,0,0,250,1,1,1,1,1,0,1,0,706,1,0,1,1,0,0,0,0,1,0, 
3130,417,0,1,1,0,1,0,0,0,0,1,417,0,1,1,0,1,0,0,0,0,1,250,1,1,1,1,1,0,1,0,704,1,0,1,1,0,0,0,0,0,0, 
3131,418,0,1,1,0,1,0,0,0,1,0,418,0,1,1,0,1,0,0,0,1,0,122,0,1,1,1,1,0,1,0,702,1,0,1,0,1,1,1,1,1,0, 
3132,418,0,1,1,0,1,0,0,0,1,0,418,0,1,1,0,1,0,0,0,1,0,186,1,0,1,1,1,0,1,0,702,1,0,1,0,1,1,1,1,1,0, 
3133,419,0,1,1,0,1,0,0,0,1,1,419,0,1,1,0,1,0,0,0,1,1,186,1,0,1,1,1,0,1,0,700,1,0,1,0,1,1,1,1,0,0, 
3134,419,0,1,1,0,1,0,0,0,1,1,419,0,1,1,0,1,0,0,0,1,1,58,0,0,1,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
3135,420,0,1,1,0,1,0,0,1,0,0,420,0,1,1,0,1,0,0,1,0,0,58,0,0,1,1,1,0,1,0,698,1,0,1,0,1,1,1,0,1,0, 
3136,421,0,1,1,0,1,0,0,1,0,1,421,0,1,1,0,1,0,0,1,0,1,218,1,1,0,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
3137,421,0,1,1,0,1,0,0,1,0,1,421,0,1,1,0,1,0,0,1,0,1,90,0,1,0,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
3138,422,0,1,1,0,1,0,0,1,1,0,422,0,1,1,0,1,0,0,1,1,0,90,0,1,0,1,1,0,1,0,694,1,0,1,0,1,1,0,1,1,0, 
3139,422,0,1,1,0,1,0,0,1,1,0,422,0,1,1,0,1,0,0,1,1,0,154,1,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
3140,423,0,1,1,0,1,0,0,1,1,1,423,0,1,1,0,1,0,0,1,1,1,154,1,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
3141,424,0,1,1,0,1,0,1,0,0,0,424,0,1,1,0,1,0,1,0,0,0,26,0,0,0,1,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
3142,424,0,1,1,0,1,0,1,0,0,0,424,0,1,1,0,1,0,1,0,0,0,234,1,1,1,0,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
3143,425,0,1,1,0,1,0,1,0,0,1,425,0,1,1,0,1,0,1,0,0,1,234,1,1,1,0,1,0,1,0,688,1,0,1,0,1,1,0,0,0,0, 
3144,426,0,1,1,0,1,0,1,0,1,0,426,0,1,1,0,1,0,1,0,1,0,106,0,1,1,0,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
3145,426,0,1,1,0,1,0,1,0,1,0,426,0,1,1,0,1,0,1,0,1,0,170,1,0,1,0,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
3146,427,0,1,1,0,1,0,1,0,1,1,427,0,1,1,0,1,0,1,0,1,1,170,1,0,1,0,1,0,1,0,684,1,0,1,0,1,0,1,1,0,0, 
3147,427,0,1,1,0,1,0,1,0,1,1,427,0,1,1,0,1,0,1,0,1,1,42,0,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
3148,428,0,1,1,0,1,0,1,1,0,0,428,0,1,1,0,1,0,1,1,0,0,42,0,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
3149,429,0,1,1,0,1,0,1,1,0,1,429,0,1,1,0,1,0,1,1,0,1,202,1,1,0,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
3150,429,0,1,1,0,1,0,1,1,0,1,429,0,1,1,0,1,0,1,1,0,1,74,0,1,0,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
3151,430,0,1,1,0,1,0,1,1,1,0,430,0,1,1,0,1,0,1,1,1,0,74,0,1,0,0,1,0,1,0,678,1,0,1,0,1,0,0,1,1,0, 
3152,430,0,1,1,0,1,0,1,1,1,0,430,0,1,1,0,1,0,1,1,1,0,138,1,0,0,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
3153,431,0,1,1,0,1,0,1,1,1,1,431,0,1,1,0,1,0,1,1,1,1,138,1,0,0,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
3154,432,0,1,1,0,1,1,0,0,0,0,432,0,1,1,0,1,1,0,0,0,0,10,0,0,0,0,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
3155,432,0,1,1,0,1,1,0,0,0,0,432,0,1,1,0,1,1,0,0,0,0,242,1,1,1,1,0,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
3156,433,0,1,1,0,1,1,0,0,0,1,433,0,1,1,0,1,1,0,0,0,1,242,1,1,1,1,0,0,1,0,672,1,0,1,0,1,0,0,0,0,0, 
3157,434,0,1,1,0,1,1,0,0,1,0,434,0,1,1,0,1,1,0,0,1,0,114,0,1,1,1,0,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
3158,434,0,1,1,0,1,1,0,0,1,0,434,0,1,1,0,1,1,0,0,1,0,178,1,0,1,1,0,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
3159,435,0,1,1,0,1,1,0,0,1,1,435,0,1,1,0,1,1,0,0,1,1,178,1,0,1,1,0,0,1,0,668,1,0,1,0,0,1,1,1,0,0, 
3160,435,0,1,1,0,1,1,0,0,1,1,435,0,1,1,0,1,1,0,0,1,1,50,0,0,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
3161,436,0,1,1,0,1,1,0,1,0,0,436,0,1,1,0,1,1,0,1,0,0,50,0,0,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
3162,437,0,1,1,0,1,1,0,1,0,1,437,0,1,1,0,1,1,0,1,0,1,210,1,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
3163,437,0,1,1,0,1,1,0,1,0,1,437,0,1,1,0,1,1,0,1,0,1,82,0,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
3164,438,0,1,1,0,1,1,0,1,1,0,438,0,1,1,0,1,1,0,1,1,0,82,0,1,0,1,0,0,1,0,662,1,0,1,0,0,1,0,1,1,0, 
3165,438,0,1,1,0,1,1,0,1,1,0,438,0,1,1,0,1,1,0,1,1,0,146,1,0,0,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
3166,439,0,1,1,0,1,1,0,1,1,1,439,0,1,1,0,1,1,0,1,1,1,146,1,0,0,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
3167,440,0,1,1,0,1,1,1,0,0,0,440,0,1,1,0,1,1,1,0,0,0,18,0,0,0,1,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
3168,440,0,1,1,0,1,1,1,0,0,0,440,0,1,1,0,1,1,1,0,0,0,226,1,1,1,0,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
3169,441,0,1,1,0,1,1,1,0,0,1,441,0,1,1,0,1,1,1,0,0,1,226,1,1,1,0,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
3170,442,0,1,1,0,1,1,1,0,1,0,442,0,1,1,0,1,1,1,0,1,0,98,0,1,1,0,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
3171,442,0,1,1,0,1,1,1,0,1,0,442,0,1,1,0,1,1,1,0,1,0,162,1,0,1,0,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
3172,443,0,1,1,0,1,1,1,0,1,1,443,0,1,1,0,1,1,1,0,1,1,162,1,0,1,0,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0, 
3173,443,0,1,1,0,1,1,1,0,1,1,443,0,1,1,0,1,1,1,0,1,1,34,0,0,1,0,0,0,1,0,650,1,0,1,0,0,0,1,0,1,0, 
3174,444,0,1,1,0,1,1,1,1,0,0,444,0,1,1,0,1,1,1,1,0,0,34,0,0,1,0,0,0,1,0,650,1,0,1,0,0,0,1,0,1,0, 
3175,445,0,1,1,0,1,1,1,1,0,1,445,0,1,1,0,1,1,1,1,0,1,194,1,1,0,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
3176,445,0,1,1,0,1,1,1,1,0,1,445,0,1,1,0,1,1,1,1,0,1,66,0,1,0,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
3177,446,0,1,1,0,1,1,1,1,1,0,446,0,1,1,0,1,1,1,1,1,0,66,0,1,0,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
3178,446,0,1,1,0,1,1,1,1,1,0,446,0,1,1,0,1,1,1,1,1,0,130,1,0,0,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
3179,447,0,1,1,0,1,1,1,1,1,1,447,0,1,1,0,1,1,1,1,1,1,130,1,0,0,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
3180,448,0,1,1,1,0,0,0,0,0,0,448,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,642,1,0,1,0,0,0,0,0,1,0, 
3181,448,0,1,1,1,0,0,0,0,0,0,448,0,1,1,1,0,0,0,0,0,0,252,1,1,1,1,1,1,0,0,642,1,0,1,0,0,0,0,0,1,0, 
3182,449,0,1,1,1,0,0,0,0,0,1,449,0,1,1,1,0,0,0,0,0,1,252,1,1,1,1,1,1,0,0,640,1,0,1,0,0,0,0,0,0,0, 
3183,450,0,1,1,1,0,0,0,0,1,0,450,0,1,1,1,0,0,0,0,1,0,124,0,1,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
3184,450,0,1,1,1,0,0,0,0,1,0,450,0,1,1,1,0,0,0,0,1,0,188,1,0,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
3185,451,0,1,1,1,0,0,0,0,1,1,451,0,1,1,1,0,0,0,0,1,1,188,1,0,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0, 
3186,451,0,1,1,1,0,0,0,0,1,1,451,0,1,1,1,0,0,0,0,1,1,60,0,0,1,1,1,1,0,0,634,1,0,0,1,1,1,1,0,1,0, 
3187,452,0,1,1,1,0,0,0,1,0,0,452,0,1,1,1,0,0,0,1,0,0,60,0,0,1,1,1,1,0,0,634,1,0,0,1,1,1,1,0,1,0, 
3188,453,0,1,1,1,0,0,0,1,0,1,453,0,1,1,1,0,0,0,1,0,1,220,1,1,0,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
3189,453,0,1,1,1,0,0,0,1,0,1,453,0,1,1,1,0,0,0,1,0,1,92,0,1,0,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
3190,454,0,1,1,1,0,0,0,1,1,0,454,0,1,1,1,0,0,0,1,1,0,92,0,1,0,1,1,1,0,0,630,1,0,0,1,1,1,0,1,1,0, 
3191,454,0,1,1,1,0,0,0,1,1,0,454,0,1,1,1,0,0,0,1,1,0,156,1,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
3192,455,0,1,1,1,0,0,0,1,1,1,455,0,1,1,1,0,0,0,1,1,1,156,1,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
3193,456,0,1,1,1,0,0,1,0,0,0,456,0,1,1,1,0,0,1,0,0,0,28,0,0,0,1,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
3194,456,0,1,1,1,0,0,1,0,0,0,456,0,1,1,1,0,0,1,0,0,0,236,1,1,1,0,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
3195,457,0,1,1,1,0,0,1,0,0,1,457,0,1,1,1,0,0,1,0,0,1,236,1,1,1,0,1,1,0,0,624,1,0,0,1,1,1,0,0,0,0, 
3196,457,0,1,1,1,0,0,1,0,0,1,457,0,1,1,1,0,0,1,0,0,1,108,0,1,1,0,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
3197,458,0,1,1,1,0,0,1,0,1,0,458,0,1,1,1,0,0,1,0,1,0,108,0,1,1,0,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
3198,459,0,1,1,1,0,0,1,0,1,1,459,0,1,1,1,0,0,1,0,1,1,172,1,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
3199,459,0,1,1,1,0,0,1,0,1,1,459,0,1,1,1,0,0,1,0,1,1,44,0,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
3200,460,0,1,1,1,0,0,1,1,0,0,460,0,1,1,1,0,0,1,1,0,0,44,0,0,1,0,1,1,0,0,618,1,0,0,1,1,0,1,0,1,0, 
3201,461,0,1,1,1,0,0,1,1,0,1,461,0,1,1,1,0,0,1,1,0,1,204,1,1,0,0,1,1,0,0,616,1,0,0,1,1,0,1,0,0,0, 
3202,461,0,1,1,1,0,0,1,1,0,1,461,0,1,1,1,0,0,1,1,0,1,76,0,1,0,0,1,1,0,0,616,1,0,0,1,1,0,1,0,0,0, 
3203,462,0,1,1,1,0,0,1,1,1,0,462,0,1,1,1,0,0,1,1,1,0,76,0,1,0,0,1,1,0,0,614,1,0,0,1,1,0,0,1,1,0, 
3204,462,0,1,1,1,0,0,1,1,1,0,462,0,1,1,1,0,0,1,1,1,0,140,1,0,0,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
3205,463,0,1,1,1,0,0,1,1,1,1,463,0,1,1,1,0,0,1,1,1,1,140,1,0,0,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
3206,464,0,1,1,1,0,1,0,0,0,0,464,0,1,1,1,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
3207,464,0,1,1,1,0,1,0,0,0,0,464,0,1,1,1,0,1,0,0,0,0,244,1,1,1,1,0,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
3208,465,0,1,1,1,0,1,0,0,0,1,465,0,1,1,1,0,1,0,0,0,1,244,1,1,1,1,0,1,0,0,608,1,0,0,1,1,0,0,0,0,0, 
3209,465,0,1,1,1,0,1,0,0,0,1,465,0,1,1,1,0,1,0,0,0,1,116,0,1,1,1,0,1,0,0,606,1,0,0,1,0,1,1,1,1,0, 
3210,466,0,1,1,1,0,1,0,0,1,0,466,0,1,1,1,0,1,0,0,1,0,116,0,1,1,1,0,1,0,0,606,1,0,0,1,0,1,1,1,1,0, 
3211,467,0,1,1,1,0,1,0,0,1,1,467,0,1,1,1,0,1,0,0,1,1,180,1,0,1,1,0,1,0,0,604,1,0,0,1,0,1,1,1,0,0, 
3212,467,0,1,1,1,0,1,0,0,1,1,467,0,1,1,1,0,1,0,0,1,1,52,0,0,1,1,0,1,0,0,604,1,0,0,1,0,1,1,1,0,0, 
3213,468,0,1,1,1,0,1,0,1,0,0,468,0,1,1,1,0,1,0,1,0,0,52,0,0,1,1,0,1,0,0,602,1,0,0,1,0,1,1,0,1,0, 
3214,469,0,1,1,1,0,1,0,1,0,1,469,0,1,1,1,0,1,0,1,0,1,212,1,1,0,1,0,1,0,0,600,1,0,0,1,0,1,1,0,0,0, 
3215,469,0,1,1,1,0,1,0,1,0,1,469,0,1,1,1,0,1,0,1,0,1,84,0,1,0,1,0,1,0,0,600,1,0,0,1,0,1,1,0,0,0, 
3216,470,0,1,1,1,0,1,0,1,1,0,470,0,1,1,1,0,1,0,1,1,0,84,0,1,0,1,0,1,0,0,598,1,0,0,1,0,1,0,1,1,0, 
3217,470,0,1,1,1,0,1,0,1,1,0,470,0,1,1,1,0,1,0,1,1,0,148,1,0,0,1,0,1,0,0,596,1,0,0,1,0,1,0,1,0,0, 
3218,471,0,1,1,1,0,1,0,1,1,1,471,0,1,1,1,0,1,0,1,1,1,148,1,0,0,1,0,1,0,0,596,1,0,0,1,0,1,0,1,0,0, 
3219,472,0,1,1,1,0,1,1,0,0,0,472,0,1,1,1,0,1,1,0,0,0,20,0,0,0,1,0,1,0,0,594,1,0,0,1,0,1,0,0,1,0, 
3220,472,0,1,1,1,0,1,1,0,0,0,472,0,1,1,1,0,1,1,0,0,0,228,1,1,1,0,0,1,0,0,594,1,0,0,1,0,1,0,0,1,0, 
3221,473,0,1,1,1,0,1,1,0,0,1,473,0,1,1,1,0,1,1,0,0,1,228,1,1,1,0,0,1,0,0,592,1,0,0,1,0,1,0,0,0,0, 
3222,473,0,1,1,1,0,1,1,0,0,1,473,0,1,1,1,0,1,1,0,0,1,100,0,1,1,0,0,1,0,0,590,1,0,0,1,0,0,1,1,1,0, 
3223,474,0,1,1,1,0,1,1,0,1,0,474,0,1,1,1,0,1,1,0,1,0,100,0,1,1,0,0,1,0,0,590,1,0,0,1,0,0,1,1,1,0, 
3224,475,0,1,1,1,0,1,1,0,1,1,475,0,1,1,1,0,1,1,0,1,1,164,1,0,1,0,0,1,0,0,588,1,0,0,1,0,0,1,1,0,0, 
3225,475,0,1,1,1,0,1,1,0,1,1,475,0,1,1,1,0,1,1,0,1,1,36,0,0,1,0,0,1,0,0,588,1,0,0,1,0,0,1,1,0,0, 
3226,476,0,1,1,1,0,1,1,1,0,0,476,0,1,1,1,0,1,1,1,0,0,36,0,0,1,0,0,1,0,0,586,1,0,0,1,0,0,1,0,1,0, 
3227,477,0,1,1,1,0,1,1,1,0,1,477,0,1,1,1,0,1,1,1,0,1,196,1,1,0,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
3228,477,0,1,1,1,0,1,1,1,0,1,477,0,1,1,1,0,1,1,1,0,1,68,0,1,0,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
3229,478,0,1,1,1,0,1,1,1,1,0,478,0,1,1,1,0,1,1,1,1,0,68,0,1,0,0,0,1,0,0,582,1,0,0,1,0,0,0,1,1,0, 
3230,478,0,1,1,1,0,1,1,1,1,0,478,0,1,1,1,0,1,1,1,1,0,132,1,0,0,0,0,1,0,0,580,1,0,0,1,0,0,0,1,0,0, 
3231,479,0,1,1,1,0,1,1,1,1,1,479,0,1,1,1,0,1,1,1,1,1,132,1,0,0,0,0,1,0,0,580,1,0,0,1,0,0,0,1,0,0, 
3232,480,0,1,1,1,1,0,0,0,0,0,480,0,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,578,1,0,0,1,0,0,0,0,1,0, 
3233,480,0,1,1,1,1,0,0,0,0,0,480,0,1,1,1,1,0,0,0,0,0,248,1,1,1,1,1,0,0,0,578,1,0,0,1,0,0,0,0,1,0, 
3234,481,0,1,1,1,1,0,0,0,0,1,481,0,1,1,1,1,0,0,0,0,1,248,1,1,1,1,1,0,0,0,576,1,0,0,1,0,0,0,0,0,0, 
3235,481,0,1,1,1,1,0,0,0,0,1,481,0,1,1,1,1,0,0,0,0,1,120,0,1,1,1,1,0,0,0,574,1,0,0,0,1,1,1,1,1,0, 
3236,482,0,1,1,1,1,0,0,0,1,0,482,0,1,1,1,1,0,0,0,1,0,120,0,1,1,1,1,0,0,0,574,1,0,0,0,1,1,1,1,1,0, 
3237,483,0,1,1,1,1,0,0,0,1,1,483,0,1,1,1,1,0,0,0,1,1,184,1,0,1,1,1,0,0,0,572,1,0,0,0,1,1,1,1,0,0, 
3238,483,0,1,1,1,1,0,0,0,1,1,483,0,1,1,1,1,0,0,0,1,1,56,0,0,1,1,1,0,0,0,572,1,0,0,0,1,1,1,1,0,0, 
3239,484,0,1,1,1,1,0,0,1,0,0,484,0,1,1,1,1,0,0,1,0,0,56,0,0,1,1,1,0,0,0,570,1,0,0,0,1,1,1,0,1,0, 
3240,485,0,1,1,1,1,0,0,1,0,1,485,0,1,1,1,1,0,0,1,0,1,216,1,1,0,1,1,0,0,0,568,1,0,0,0,1,1,1,0,0,0, 
3241,485,0,1,1,1,1,0,0,1,0,1,485,0,1,1,1,1,0,0,1,0,1,88,0,1,0,1,1,0,0,0,568,1,0,0,0,1,1,1,0,0,0, 
3242,486,0,1,1,1,1,0,0,1,1,0,486,0,1,1,1,1,0,0,1,1,0,88,0,1,0,1,1,0,0,0,566,1,0,0,0,1,1,0,1,1,0, 
3243,486,0,1,1,1,1,0,0,1,1,0,486,0,1,1,1,1,0,0,1,1,0,152,1,0,0,1,1,0,0,0,564,1,0,0,0,1,1,0,1,0,0, 
3244,487,0,1,1,1,1,0,0,1,1,1,487,0,1,1,1,1,0,0,1,1,1,152,1,0,0,1,1,0,0,0,564,1,0,0,0,1,1,0,1,0,0, 
3245,488,0,1,1,1,1,0,1,0,0,0,488,0,1,1,1,1,0,1,0,0,0,24,0,0,0,1,1,0,0,0,562,1,0,0,0,1,1,0,0,1,0, 
3246,488,0,1,1,1,1,0,1,0,0,0,488,0,1,1,1,1,0,1,0,0,0,232,1,1,1,0,1,0,0,0,562,1,0,0,0,1,1,0,0,1,0, 
3247,489,0,1,1,1,1,0,1,0,0,1,489,0,1,1,1,1,0,1,0,0,1,232,1,1,1,0,1,0,0,0,560,1,0,0,0,1,1,0,0,0,0, 
3248,489,0,1,1,1,1,0,1,0,0,1,489,0,1,1,1,1,0,1,0,0,1,104,0,1,1,0,1,0,0,0,558,1,0,0,0,1,0,1,1,1,0, 
3249,490,0,1,1,1,1,0,1,0,1,0,490,0,1,1,1,1,0,1,0,1,0,104,0,1,1,0,1,0,0,0,558,1,0,0,0,1,0,1,1,1,0, 
3250,491,0,1,1,1,1,0,1,0,1,1,491,0,1,1,1,1,0,1,0,1,1,168,1,0,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
3251,491,0,1,1,1,1,0,1,0,1,1,491,0,1,1,1,1,0,1,0,1,1,40,0,0,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
3252,492,0,1,1,1,1,0,1,1,0,0,492,0,1,1,1,1,0,1,1,0,0,40,0,0,1,0,1,0,0,0,554,1,0,0,0,1,0,1,0,1,0, 
3253,493,0,1,1,1,1,0,1,1,0,1,493,0,1,1,1,1,0,1,1,0,1,200,1,1,0,0,1,0,0,0,552,1,0,0,0,1,0,1,0,0,0, 
3254,493,0,1,1,1,1,0,1,1,0,1,493,0,1,1,1,1,0,1,1,0,1,72,0,1,0,0,1,0,0,0,552,1,0,0,0,1,0,1,0,0,0, 
3255,494,0,1,1,1,1,0,1,1,1,0,494,0,1,1,1,1,0,1,1,1,0,72,0,1,0,0,1,0,0,0,550,1,0,0,0,1,0,0,1,1,0, 
3256,494,0,1,1,1,1,0,1,1,1,0,494,0,1,1,1,1,0,1,1,1,0,136,1,0,0,0,1,0,0,0,548,1,0,0,0,1,0,0,1,0,0, 
3257,495,0,1,1,1,1,0,1,1,1,1,495,0,1,1,1,1,0,1,1,1,1,136,1,0,0,0,1,0,0,0,548,1,0,0,0,1,0,0,1,0,0, 
3258,496,0,1,1,1,1,1,0,0,0,0,496,0,1,1,1,1,1,0,0,0,0,8,0,0,0,0,1,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
3259,496,0,1,1,1,1,1,0,0,0,0,496,0,1,1,1,1,1,0,0,0,0,240,1,1,1,1,0,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
3260,497,0,1,1,1,1,1,0,0,0,1,497,0,1,1,1,1,1,0,0,0,1,240,1,1,1,1,0,0,0,0,544,1,0,0,0,1,0,0,0,0,0, 
3261,497,0,1,1,1,1,1,0,0,0,1,497,0,1,1,1,1,1,0,0,0,1,112,0,1,1,1,0,0,0,0,542,1,0,0,0,0,1,1,1,1,0, 
3262,498,0,1,1,1,1,1,0,0,1,0,498,0,1,1,1,1,1,0,0,1,0,112,0,1,1,1,0,0,0,0,542,1,0,0,0,0,1,1,1,1,0, 
3263,499,0,1,1,1,1,1,0,0,1,1,499,0,1,1,1,1,1,0,0,1,1,176,1,0,1,1,0,0,0,0,540,1,0,0,0,0,1,1,1,0,0, 
3264,499,0,1,1,1,1,1,0,0,1,1,499,0,1,1,1,1,1,0,0,1,1,48,0,0,1,1,0,0,0,0,540,1,0,0,0,0,1,1,1,0,0, 
3265,500,0,1,1,1,1,1,0,1,0,0,500,0,1,1,1,1,1,0,1,0,0,48,0,0,1,1,0,0,0,0,538,1,0,0,0,0,1,1,0,1,0, 
3266,500,0,1,1,1,1,1,0,1,0,0,500,0,1,1,1,1,1,0,1,0,0,208,1,1,0,1,0,0,0,0,536,1,0,0,0,0,1,1,0,0,0, 
